outcome_OutcomeID,outcome_StudyID,outcomeType,outcomeSpecific,icdCodes,prinicpalDiagnosis,outcomeDefinition,Statistical distribution,measureType,outcomeComment,study_StudyID,reviewer,dateExtracted,title,authors,publicationYear,author,studyDesign,country,region,setting,startDate,endDate,studyLength,recruitment,samplingUnit,numberOfSamplingUnits,dataCollection,ageRange,retentionRate,inclusionCriteria,Bias in Sampling frame,Standard endpoints,Confounder,Reliability,Sufficient information,qualityComment,subgroup_StudyID,subgroup_OutcomeID,SubgroupID,subgroupType,subgroupDescription,sampleSize,personYears,populationDenominator,caseCount,measureScale,estimate,lci,uci,uciEstimate,Is confidence 95%,gasCases,gasControls,gasMethod,attributableFraction,subgroupComment,weighting
117,88,Post GAS infection reactions,Rheumatic Fever,na,Not stated,Not stated,,incidence rate,rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,117,229,Region,ARF SOUTHERN AREA health notifications average annual rate 2002-2006,-9,-9,9071248,0,"per 100,000",0,-9,-9,0,TRUE,0,0,,0,,5
117,88,Post GAS infection reactions,Rheumatic Fever,na,Not stated,Not stated,,incidence rate,rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,117,230,Age,5-9 YEARS ARF QUEENSLAND STATE TOTAL health notifications average annual rate 2002-2006,-9,-9,,43,"per 100,000",3.2,-9,-9,3.2,TRUE,0,0,,0,ERP for 2006 only,5
117,88,Post GAS infection reactions,Rheumatic Fever,na,Not stated,Not stated,,incidence rate,rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,117,231,Age,10 - 14 YEARS ARF QUEENSLAND STATE TOTAL health notifications average annual rate 2002-2006,-9,-9,,67,"per 100,000",4.8,-9,-9,4.8,TRUE,0,0,,0,ERP for 2006 only,5
117,88,Post GAS infection reactions,Rheumatic Fever,na,Not stated,Not stated,,incidence rate,rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,117,232,Ethnicity,INDIGENOUS 5-9 YEARS ARF QUEENSLAND STATE TOTAL health notifications average annual rate 2002-2006,-9,-9,,38,"per 100,000",36.2,-9,-9,36.2,TRUE,0,0,,0,ERP for 2006 only,5
117,88,Post GAS infection reactions,Rheumatic Fever,na,Not stated,Not stated,,incidence rate,rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,117,233,Ethnicity,INDIGENOUS 10-14 YEARS ARF QUEENSLAND STATE TOTAL health notifications average annual rate 2002-2006,-9,-9,,64,"per 100,000",63.7,-9,-9,63.7,TRUE,0,0,,0,ERP for 2006 only,5
117,88,Post GAS infection reactions,Rheumatic Fever,na,Not stated,Not stated,,incidence rate,rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,117,234,Ethnicity,INDIGENOUS ARF QUEENSLAND STATE TOTAL health notifications average annual rate 2002-2006,,-9,,150,"per 100,000",18.5,-9,-9,18.5,TRUE,0,0,,0,"crude (not age-adjusted), ERP for 2006 only",5
117,88,Post GAS infection reactions,Rheumatic Fever,na,Not stated,Not stated,,incidence rate,rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,117,235,Sex,MALE ARF QUEENSLAND STATE TOTAL health notifications average annual rate 2002-2006,-9,-9,,77,"per 100,000",0.8,-9,-9,0.8,TRUE,0,0,,0,ERP for 2006 only,5
117,88,Post GAS infection reactions,Rheumatic Fever,na,Not stated,Not stated,,incidence rate,rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,117,236,Sex,FEMALE ARF QUEENSLAND STATE TOTAL health notifications average annual rate 2002-2006,-9,-9,,87,"per 100,000",0.9,-9,-9,0.9,TRUE,0,0,,0,ERP for 2006 only,5
117,88,Post GAS infection reactions,Rheumatic Fever,na,Not stated,Not stated,,incidence rate,rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,117,237,Ethnicity,INDIGENOUS AGE-ADJUSTED ARF QUEENSLAND STATE TOTAL health notifications average annual rate 2002-2006,-9,-9,,150,"per 100,000",11.9,-9,-9,11.9,TRUE,0,0,,0,"age adjusted, ERP for 2006 only",5
118,88,Invasive and toxin-mediated GAS disease,Invasive GAS,na,Not stated,Not stated,,incidence rate,2006 only. rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,118,238,Total,TOTAL iGAS notifications QUEENSLAND STATE 2006,-9,-9,4091546,101,"per 100,000",2.5,-9,-9,2.5,TRUE,93,-9,blood sample,-9,"""Of the eight cases where the bacterium was not isolated from blood, five infections were identified
by isolation from the knee, elbow or hip joint, and one case each was identified by isolation from
pleural fluid, a cyst, or a lymph node.""",5
118,88,Invasive and toxin-mediated GAS disease,Invasive GAS,na,Not stated,Not stated,,incidence rate,2006 only. rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,118,240,Age,0-4 YEARS iGAS notifications QUEENSLAND STATE 2006,-9,-9,268090,11,"per 100,000",4.1,-9,-9,4.1,TRUE,0,0,,0,calculated from available data,5
118,88,Invasive and toxin-mediated GAS disease,Invasive GAS,na,Not stated,Not stated,,incidence rate,2006 only. rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,118,241,Age,65+  YEARS iGAS notifications QUEENSLAND STATE 2006,-9,-9,493525,29,"per 100,000",5.9,-9,-9,5.9,TRUE,0,0,,0,,5
118,88,Invasive and toxin-mediated GAS disease,Invasive GAS,na,Not stated,Not stated,,incidence rate,2006 only. rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,118,242,Ethnicity,INDIGENOUS  iGAS notifications QUEENSLAND STATE 2006 CRUDE RATE,-9,-9,,33,"per 100,000",22.5,-9,-9,22.5,TRUE,0,0,,0,crude rate,5
118,88,Invasive and toxin-mediated GAS disease,Invasive GAS,na,Not stated,Not stated,,incidence rate,2006 only. rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,118,243,Ethnicity,INDIGENOUS  iGAS notifications QUEENSLAND STATE 2006 Age-Adjusted rate,-9,-9,,33,"per 100,000",40.9,-9,-9,40.9,TRUE,0,0,,0,age adjusted rate.  Non-indigenous age-adjusted is 1.7/100000,5
118,88,Invasive and toxin-mediated GAS disease,Invasive GAS,na,Not stated,Not stated,,incidence rate,2006 only. rate based on Estimated Resident popualtions for each year,88,Padraig,26-Jun-15,Queensland Health Notifiable Diseases Report 2002-2006,"Sweeney AL, Beard FH",2009,"Sweeney et al., 2009",prospective cohort,Australia,Queensland,notifications,2002,2006,,healthcare presentation,notifications,,notifications database,3-55 years,,,,,,,,GREY LITERATURE.  Government report,88,118,244,Ethnicity,0-4 YEARS INDIGENOUS  iGAS notifications QUEENSLAND STATE 2006,-9,-9,,,,,0,0,0,TRUE,0,0,,0,,5
21,18,Post GAS infection reactions,Rheumatic Fever,-9,Not stated,not stated,-9,prevalence,,18,Padraig,07-May-15,Health of Aboriginal and Torres Strait Islander children in remote Far North Queensland,"Rothstein J, Heazlewood R, Fraser M",2007,"Rothstein et al., 2007",retrospective cohort,Australia,Far North Queensland,community health clinic,june 2001,February 2006,4.5 years,clinican referral,consultation,3562,clinicnal records database for the service,mean(range): 7.6(0-18),-9,,Yes,Unclear,Unclear,Unclear,No,"gives catchement area but not the characteristics of the area, how well it represents the communities there. Age sex collected but not reported for ARF. No information on measurement and endpoints",18,21,26,Ethnicity,Aboriginal children prevalence,-9,-9,-9,-9,cases per 1000,5,-9,-9,5,TRUE,0,0,,0,,5
21,18,Post GAS infection reactions,Rheumatic Fever,-9,Not stated,not stated,-9,prevalence,,18,Padraig,07-May-15,Health of Aboriginal and Torres Strait Islander children in remote Far North Queensland,"Rothstein J, Heazlewood R, Fraser M",2007,"Rothstein et al., 2007",retrospective cohort,Australia,Far North Queensland,community health clinic,june 2001,February 2006,4.5 years,clinican referral,consultation,3562,clinicnal records database for the service,mean(range): 7.6(0-18),-9,,Yes,Unclear,Unclear,Unclear,No,"gives catchement area but not the characteristics of the area, how well it represents the communities there. Age sex collected but not reported for ARF. No information on measurement and endpoints",18,21,27,Ethnicity,Torres Strait Islander prevalence ARF,-9,-9,-9,-9,cases per 1000,26,-9,-9,26,TRUE,0,0,,0,ethnic distribution of total sample given,5
22,20,Post GAS infection reactions,Rheumatic Fever,,Not stated,retrospective review of clinical records according to Revised Jones criteria,not stated,rate,,20,Padraig,08-May-15,Rheumatic fever in the kimberleys,"Richmond P, Harris L",1998,"Richmond et al., 1998",retrospective cohort,Australia,Kimberley,hospital admissions,Jan 1988,Dec 1992,5 years,hospital admission,individuals,81,clinical records,mean(range): 13.3(4-29),,,No,No,Yes,Yes,Yes," All hospitals in region collected.
Not stated in ICD codes used, potential for diagnostic criteria and coding to change between hospitals
NO definition of initial case
annual incidence
almost entirely aboriginal sample",20,22,28,Total,"general population incidence in under 30 years of age
however sample is almost entirely aboriginal",-9,-9,13786,94,per 100000 persons,136,110,167,167,TRUE,0,0,,0,,5
22,20,Post GAS infection reactions,Rheumatic Fever,,Not stated,retrospective review of clinical records according to Revised Jones criteria,not stated,rate,,20,Padraig,08-May-15,Rheumatic fever in the kimberleys,"Richmond P, Harris L",1998,"Richmond et al., 1998",retrospective cohort,Australia,Kimberley,hospital admissions,Jan 1988,Dec 1992,5 years,hospital admission,individuals,81,clinical records,mean(range): 13.3(4-29),,,No,No,Yes,Yes,Yes," All hospitals in region collected.
Not stated in ICD codes used, potential for diagnostic criteria and coding to change between hospitals
NO definition of initial case
annual incidence
almost entirely aboriginal sample",20,22,29,Ethnicity,all ages (0-29) aboriginal population incidence,-9,-9,7726,93,per 100000,241,194,295,295,TRUE,0,0,,0,,5
22,20,Post GAS infection reactions,Rheumatic Fever,,Not stated,retrospective review of clinical records according to Revised Jones criteria,not stated,rate,,20,Padraig,08-May-15,Rheumatic fever in the kimberleys,"Richmond P, Harris L",1998,"Richmond et al., 1998",retrospective cohort,Australia,Kimberley,hospital admissions,Jan 1988,Dec 1992,5 years,hospital admission,individuals,81,clinical records,mean(range): 13.3(4-29),,,No,No,Yes,Yes,Yes," All hospitals in region collected.
Not stated in ICD codes used, potential for diagnostic criteria and coding to change between hospitals
NO definition of initial case
annual incidence
almost entirely aboriginal sample",20,22,30,Age,aboriginal children aged 5-14 incidence,-9,-9,2664,50,per 100000,375,285,495,495,TRUE,0,0,,0,,5
23,21,Post GAS infection reactions,Rheumatic Fever,-9,Not stated,not defined,,incidence,,21,Padraig,08-May-15,Cumulative incidence of rheumatic fever in an endemic region: a guide to the susceptibility,"Carapetis JR, Currie BJ, Mathew JD",2000,"Carapetis et al., 2000",prospective cohort,Australia,Top End NT,?community,1/01/1986,31/12/1996,10 years,hopsital discharge and community health records,cases,303,chart review and clinical examination,not given,,,,,,,,creation of the NT register.,21,23,32,Ethnicity,average annual incidence Aboriginal 5-14 year old Top End cases of ARF,-9,-9,7355,165,per 100000,224,0,0,224,TRUE,0,0,,0,only 2 cases non indigenous,5
24,21,Direct sequel of post-infection reactions,Rheumatic heart disease,-9,Not stated,not given,,prevalence,,21,Padraig,08-May-15,Cumulative incidence of rheumatic fever in an endemic region: a guide to the susceptibility,"Carapetis JR, Currie BJ, Mathew JD",2000,"Carapetis et al., 2000",prospective cohort,Australia,Top End NT,?community,1/01/1986,31/12/1996,10 years,hopsital discharge and community health records,cases,303,chart review and clinical examination,not given,,,,,,,,creation of the NT register.,21,24,33,Ethnicity,prevalence RHD all aborignial  Top End cases recorded as of march 1997,-9,-9,32474,384,per 1000,11.8,-9,-9,11.8,TRUE,0,0,,0,,5
